combined_address,geometry,address
Wasgenstraße 75 14129 Berlin,POINT (13.216232623762206 52.42919895),"Haus 25, 75, Wasgenstraße, 14129, Wasgenstraße, Berlin, Deutschland"
Ahornstraße 1 14163 Berlin,POINT (13.252556861631064 52.434842950000004),"1, Ahornstraße, 14163, Ahornstraße, Berlin, Deutschland"
Lützelsteiner Weg 23 14195 Berlin,POINT (13.2709629 52.4460185),"23, Lützelsteiner Weg, 14195, Lützelsteiner Weg, Berlin, Deutschland"
Kaiserstuhlstraße 25 14129 Berlin,POINT (13.213398510948345 52.436791299999996),"25, Kaiserstuhlstraße, 14129, Kaiserstuhlstraße, Berlin, Deutschland"
Königstraße 43 14163 Berlin,POINT (13.254395108317993 52.43384675),"Villa Bergmann, 43, Königstraße, 14163, Königstraße, Berlin, Deutschland"
Hohenzollernstraße 46 14163 Berlin,POINT (13.2559081 52.4326706),"Hohenzollernstraße, 14163, Berlin, Deutschland"
Riemeisterstraße 10 14169 Berlin,POINT (13.26140819375 52.440504950000005),"Sankt Marien, 10, Riemeisterstraße, 14169, Riemeisterstraße, Berlin, Deutschland"
Lindenthaler Allee 14 14163 Berlin,POINT (13.230600802141463 52.43501295),"14, Lindenthaler Allee, 14163, Lindenthaler Allee, Berlin, Deutschland"
Markgrafenstraße 8 14163 Berlin,POINT (13.254489835897434 52.433346650000004),"8, Markgrafenstraße, 14163, Markgrafenstraße, Berlin, Deutschland"
Peter-Lenné-Straße 42 14195 Berlin,POINT (13.301743133947383 52.459020300000006),"Thomas-Haus für Heilpädagogik + Sprachtherapie e.V., 42, Peter-Lenné-Straße, 14195, Peter-Lenné-Straße, Berlin, Deutschland"
Tietzenweg 13 12203 Berlin,POINT (13.301633145873122 52.4465217),"13, Tietzenweg, 12203, Tietzenweg, Berlin, Deutschland"
Mörchinger Straße 41 14169 Berlin,POINT (13.279493513702976 52.43867445),"41, Mörchinger Straße, 14169, Mörchinger Straße, Berlin, Deutschland"
Taylorstraße 15 14195 Berlin,POINT (13.267814399999999 52.45528385),"15a, Taylorstraße, 14195, Taylorstraße, Berlin, Deutschland"
Flanaganstraße 45 14195 Berlin,POINT (13.272778808090393 52.456509249999996),"45, Flanaganstraße, 14195, Flanaganstraße, Berlin, Deutschland"
Lissabonallee 28 14163 Berlin,POINT (13.226672299145662 52.42606355),"Montessori-Kinderhaus, 28, Lissabonallee, 14163, Lissabonallee, Berlin, Deutschland"
Von-Luck-Straße 24 14129 Berlin,POINT (13.204599708311486 52.4316477),"24, Von-Luck-Straße, 14129, Von-Luck-Straße, Berlin, Deutschland"
Normannenstraße 1 14129 Berlin,POINT (13.195384 52.430769),"1, Normannenstraße, 14129, Normannenstraße, Berlin, Deutschland"
Teltower Damm 191 14167 Berlin,POINT (13.266842144853172 52.417212500000005),"Haus Meran, 191, Teltower Damm, 14167, Teltower Damm, Berlin, Deutschland"
Tom-Sawyer-Weg 5 14169 Berlin,POINT (13.266824103898848 52.45325205),"Kinderhaus Tom Sawyer, 5, Tom-Sawyer-Weg, 14169, Tom-Sawyer-Weg, Berlin, Deutschland"
Brittendorfer Weg 16C 14167 Berlin,POINT (13.276827134776823 52.436662999999996),"Kita Gänseblümchen - La pâquerette, 16C, Brittendorfer Weg, 14167, Brittendorfer Weg, Berlin, Deutschland"
Breitensteinweg 33 14165 Berlin,POINT (13.257468052030381 52.410210899999996),"Kita Breitensteinweg, 33, Breitensteinweg, 14165, Breitensteinweg, Berlin, Deutschland"
Schuchardtweg 5 14109 Berlin,POINT (13.144707097524408 52.4189078),"Kinderspielkreise in der Ev. Kirchengemeinde Berlin-Wannsee, 5, Schuchardtweg, 14109, Schuchardtweg, Berlin, Deutschland"
Clayallee 118 14195 Berlin,POINT (13.274692 52.4575385),"118, Clayallee, 14195, Clayallee, Berlin, Deutschland"
Zum Heckeshorn 33 14109 Berlin,POINT (13.160987716004357 52.43067415),"33, Zum Heckeshorn, 14109, Zum Heckeshorn, Berlin, Deutschland"
Harry-S.-Truman-Allee 1 14167 Berlin,POINT (13.282992927821176 52.4209913),"1, Harry-S.-Truman-Allee, 14167, Harry-S.-Truman-Allee, Berlin, Deutschland"
Wilskistraße 55 14163 Berlin,POINT (13.249975248677476 52.44823045),"Kinderhaus Waldfriede, 55, Wilskistraße, 14163, Wilskistraße, Berlin, Deutschland"
Wilskistraße 36 14169 Berlin,POINT (13.2548292 52.449516),"36, Wilskistraße, 14169, Wilskistraße, Berlin, Deutschland"
Harry-S.-Truman-Allee 3 14167 Berlin,POINT (13.2837607 52.4203257),"3, Harry-S.-Truman-Allee, 14167, Harry-S.-Truman-Allee, Berlin, Deutschland"
Wilskistraße 20 14169 Berlin,POINT (13.257993981230033 52.45006615),"20, Wilskistraße, 14169, Wilskistraße, Berlin, Deutschland"
Clayallee 328 14169 Berlin,POINT (13.2626559 52.4381845),"328, Clayallee, 14169, Clayallee, Berlin, Deutschland"
Clayallee 225K 14195 Berlin,POINT (13.268590116715032 52.4485527),"Kiddies International, 225k, Clayallee, 14195, Clayallee, Berlin, Deutschland"
Königstraße 35C 14109 Berlin,POINT (13.109246 52.4140604),"Königstraße, 14109, Berlin, Deutschland"
Fischerhüttenstraße 19 14163 Berlin,POINT (13.253773271982762 52.43694965),"19, Fischerhüttenstraße, 14163, Fischerhüttenstraße, Berlin, Deutschland"
Forststraße 4 14163 Berlin,POINT (13.2440688 52.436538),"Forststraße, 14163, Berlin, Deutschland"
Teltower Damm 192 14167 Berlin,POINT (13.265282467225086 52.4164981),"192, Teltower Damm, 14167, Teltower Damm, Berlin, Deutschland"
Zum Heckeshorn 40 14109 Berlin,POINT (13.1619914 52.4310365),"40, Zum Heckeshorn, 14109, Zum Heckeshorn, Berlin, Deutschland"
Hechtgraben 6 14195 Berlin,POINT (13.295214983102415 52.457181199999994),"Villa Papillon, 6, Hechtgraben, 14195, Hechtgraben, Berlin, Deutschland"
Clayallee 169 14195 Berlin,POINT (13.2708756 52.4525801),"169, Clayallee, 14195, Clayallee, Berlin, Deutschland"
Robert-W.-Kempner-Straße 1 14167 Berlin,POINT (13.2801353 52.435803),"1, Robert-W.-Kempner-Straße, 14167, Robert-W.-Kempner-Straße, Berlin, Deutschland"
Dahlemer Weg 58 14167 Berlin,POINT (13.279868741843016 52.43413965),"58, Dahlemer Weg, 14167, Dahlemer Weg, Berlin, Deutschland"
Beerenstraße 12 14163 Berlin,POINT (13.2466638 52.43616915),"12, Beerenstraße, 14163, Beerenstraße, Berlin, Deutschland"
Sachtlebenstraße 12 14165 Berlin,POINT (13.250177 52.417584),"12, Sachtlebenstraße, 14165, Sachtlebenstraße, Berlin, Deutschland"
Königin-Luise-Straße 97 14195 Berlin,POINT (13.2768337 52.460396),"97, Königin-Luise-Straße, 14195, Königin-Luise-Straße, Berlin, Deutschland"
Dessauerstraße 45 12249 Berlin,POINT (13.343204 52.4274265),"45, Dessauerstraße, 12249, Dessauerstraße, Berlin, Deutschland"
Lindenthaler Allee 30 14163 Berlin,POINT (13.23019900481399 52.432804),"Landhaus Mosler, 30, Lindenthaler Allee, 14163, Lindenthaler Allee, Berlin, Deutschland"
Jeverstraße 10 12157 Berlin,POINT (13.334769323171624 52.46148215),"Kita Jeverstraße, 10-11, Jeverstraße, 12157, Jeverstraße, Berlin, Deutschland"
Steinstraße 14 12169 Berlin,POINT (13.337553199988548 52.45341645),"Kita Steinstraße, 14a, Steinstraße, 12169, Steinstraße, Berlin, Deutschland"
Mittelstraße 6 12167 Berlin,POINT (13.3254283 52.453943),"6, Mittelstraße, 12167, Mittelstraße, Berlin, Deutschland"
Haydnstraße 17 12203 Berlin,POINT (13.31973909808986 52.4482482),"17, Haydnstraße, 12203, Haydnstraße, Berlin, Deutschland"
Forststraße 40 12163 Berlin,POINT (13.314051 52.464015),"40, Forststraße, 12163, Forststraße, Berlin, Deutschland"
Augustastraße 36 12203 Berlin,POINT (13.313897927840006 52.4427971),"36, Augustastraße, 12203, Augustastraße, Berlin, Deutschland"
Hindenburgdamm 30 12203 Berlin,POINT (13.322122011446393 52.44112105),"ADAC Luftrettungsstation Berlin, 30, Hindenburgdamm, 12203, Hindenburgdamm, Berlin, Deutschland"
Baseler Straße 67 12205 Berlin,POINT (13.295598252596605 52.435652250000004),"67, Baseler Straße, 12205, Baseler Straße, Berlin, Deutschland"
Buhrowstraße 6 12167 Berlin,POINT (13.350879755682804 52.44703585),"Kita der Ev. Kirchengem. Südende, 6-7, Buhrowstraße, 12167, Buhrowstraße, Berlin, Deutschland"
Dessauerstraße 14 12249 Berlin,POINT (13.33711609698167 52.42568665),"Kita der Ev. Kirchengem. Dietrich-Bonhoeffer, 14, Dessauerstraße, 12249, Dessauerstraße, Berlin, Deutschland"
Friedrichsruher Straße 1 12169 Berlin,POINT (13.3332016 52.4590547),"1-2, Friedrichsruher Straße, 12169, Friedrichsruher Straße, Berlin, Deutschland"
Gallwitzallee 2 12249 Berlin,POINT (13.345295290926657 52.435693549999996),"2, Gallwitzallee, 12249, Gallwitzallee, Berlin, Deutschland"
Hindenburgdamm 101 12203 Berlin,POINT (13.315627958469186 52.438970850000004),"101, Hindenburgdamm, 12203, Hindenburgdamm, Berlin, Deutschland"
Lepsiusstraße 25 12163 Berlin,POINT (13.321694208821684 52.46320205),"Ev. Kindertagesstätte der Patmos-Kirchengemeinde Steglitz, 25, Lepsiusstraße, 12163, Lepsiusstraße, Berlin, Deutschland"
Liliencronstraße 15 12167 Berlin,POINT (13.3410356 52.4491432),"15, Liliencronstraße, 12167, Liliencronstraße, Berlin, Deutschland"
Unter den Eichen 129 12203 Berlin,POINT (13.3119243 52.4518152),"Städt. Kita Unter den Eichen 129a, 129A, Unter den Eichen, 12203, Unter den Eichen, Berlin, Deutschland"
Morgensternstraße 26 12207 Berlin,POINT (13.323146240139582 52.427042650000004),"26, Morgensternstraße, 12207, Morgensternstraße, Berlin, Deutschland"
Potsdamer Straße 9 12205 Berlin,POINT (13.3025956 52.4350289),"9, Potsdamer Straße, 12205, Potsdamer Straße, Berlin, Deutschland"
Réaumurstraße 3 12207 Berlin,POINT (13.318607710930515 52.410860850000006),"Kindertagesstätte Réaumurstraße, 3, Réaumurstraße, 12207, Réaumurstraße, Berlin, Deutschland"
Ostpreußendamm 64 12207 Berlin,POINT (13.31053583859527 52.42147935),"Evangelisches Gemeindehaus Giesensdorf, 64, Ostpreußendamm, 12207, Ostpreußendamm, Berlin, Deutschland"
Parallelstraße 29 12209 Berlin,POINT (13.322765247873516 52.42315735),"29A, Parallelstraße, 12209, Parallelstraße, Berlin, Deutschland"
Roonstraße 9 12203 Berlin,POINT (13.31203211358093 52.44748115),"9, Roonstraße, 12203, Roonstraße, Berlin, Deutschland"
Schützenstraße 32 12165 Berlin,POINT (13.3191502 52.4506243),"32, Schützenstraße, 12165, Schützenstraße, Berlin, Deutschland"
Wedellstraße 76 12249 Berlin,POINT (13.358080009717703 52.430586649999995),"76, Wedellstraße, 12249, Wedellstraße, Berlin, Deutschland"
Corneliusstraße 31 12247 Berlin,POINT (13.3412461 52.4403032),"31, Corneliusstraße, 12247, Corneliusstraße, Berlin, Deutschland"
Gardeschützenweg 17 12203 Berlin,POINT (13.313398467481754 52.4482373),"17, Gardeschützenweg, 12203, Gardeschützenweg, Berlin, Deutschland"
Kamenzer Damm 66 12249 Berlin,POINT (13.3627492 52.4343764),"66, Kamenzer Damm, 12249, Kamenzer Damm, Berlin, Deutschland"
Kieler Straße 10 12163 Berlin,POINT (13.3242667 52.4586629),"10, Kieler Straße, 12163, Kieler Straße, Berlin, Deutschland"
Wedellstraße 59 12249 Berlin,POINT (13.359968126328523 52.4311686),"Kita Wedellstraße, 59, Wedellstraße, 12249, Wedellstraße, Berlin, Deutschland"
Ruthstraße 6 12247 Berlin,POINT (13.340051838921612 52.4349511),"Kita Ruthstraße, 6, Ruthstraße, 12247, Ruthstraße, Berlin, Deutschland"
Kaulbachstraße 50 12247 Berlin,POINT (13.339277352011951 52.4389976),"50, Kaulbachstraße, 12247, Kaulbachstraße, Berlin, Deutschland"
Kiesstraße 45 12209 Berlin,POINT (13.33698404046623 52.423707449999995),"45a, Kiesstraße, 12209, Kiesstraße, Berlin, Deutschland"
Königsberger Straße 11 12207 Berlin,POINT (13.3201815 52.4303876),"11, Königsberger Straße, 12207, Königsberger Straße, Berlin, Deutschland"
Sohnreystraße 4 12169 Berlin,POINT (13.350179 52.4507927),"4, Sohnreystraße, 12169, Sohnreystraße, Berlin, Deutschland"
Adolf-Martens-Straße 5 12205 Berlin,POINT (13.291916995245796 52.4437789),"5, Adolf-Martens-Straße, 12205, Adolf-Martens-Straße, Berlin, Deutschland"
Zimmermannstraße 13 12163 Berlin,POINT (13.320584328835984 52.46067445),"13, Zimmermannstraße, 12163, Zimmermannstraße, Berlin, Deutschland"
Drakestraße 30 12205 Berlin,POINT (13.298267304621213 52.44203595),"EKT - Steglitzer Kinderkreisel e.V., 30, Drakestraße, 12205, Drakestraße, Berlin, Deutschland"
Grunewaldstraße 17 12165 Berlin,POINT (13.3140223 52.4594599),"17, Grunewaldstraße, 12165, Grunewaldstraße, Berlin, Deutschland"
Manteuffelstraße 11 12203 Berlin,POINT (13.311705453279426 52.4456301),"11, Manteuffelstraße, 12203, Manteuffelstraße, Berlin, Deutschland"
Markelstraße 24 12163 Berlin,POINT (13.3200026 52.4658454),"24, Markelstraße, 12163, Markelstraße, Berlin, Deutschland"
Gritznerstraße 67 12163 Berlin,POINT (13.3137716 52.4609915),"67, Gritznerstraße, 12163, Gritznerstraße, Berlin, Deutschland"
Horst-Kohl-Straße 12 12157 Berlin,POINT (13.3437959 52.4615537),"12, Horst-Kohl-Straße, 12157, Horst-Kohl-Straße, Berlin, Deutschland"
Ingridpfad 14 12249 Berlin,POINT (13.34062186274696 52.431522150000006),"14, Ingridpfad, 12249, Ingridpfad, Berlin, Deutschland"
Kommandantenstraße 86 12205 Berlin,POINT (13.293249479269232 52.4346874),"86, Kommandantenstraße, 12205, Kommandantenstraße, Berlin, Deutschland"
Markelstraße 23 12163 Berlin,POINT (13.3206089 52.4656321),"23, Markelstraße, 12163, Markelstraße, Berlin, Deutschland"
Melanchthonstraße 3 12247 Berlin,POINT (13.3496159 52.4360366),"3, Melanchthonstraße, 12247, Melanchthonstraße, Berlin, Deutschland"
Menckenstraße 1 12169 Berlin,POINT (13.3314568 52.458459),"1, Menckenstraße, 12169, Menckenstraße, Berlin, Deutschland"
Haydnstraße 7 12203 Berlin,POINT (13.316976816619519 52.44762505),"Goetz + Heintze, 7, Haydnstraße, 12203, Haydnstraße, Berlin, Deutschland"
Moltkestraße 47 12203 Berlin,POINT (13.307840880439654 52.446106650000004),"47, Moltkestraße, 12203, Moltkestraße, Berlin, Deutschland"
Peschkestraße 8 12161 Berlin,POINT (13.3315977 52.4648444),"8, Peschkestraße, 12161, Peschkestraße, Berlin, Deutschland"
Schillerstraße 24 12207 Berlin,POINT (13.322933327645838 52.4264211),"24, Schillerstraße, 12207, Schillerstraße, Berlin, Deutschland"
Berlinickestraße 13 12165 Berlin,POINT (13.32315576995947 52.45529465),"Kinderladen Papalagi, 13, Berlinickestraße, 12165, Berlinickestraße, Berlin, Deutschland"
Altmarkstraße 26 12169 Berlin,POINT (13.3422105 52.4593977),"26, Altmarkstraße, 12169, Altmarkstraße, Berlin, Deutschland"
Thorwaldsenstraße 29 12157 Berlin,POINT (13.3442391 52.4616459),"29, Thorwaldsenstraße, 12157, Thorwaldsenstraße, Berlin, Deutschland"
Sedanstraße 7 12167 Berlin,POINT (13.333796 52.4500274),"7, Sedanstraße, 12167, Sedanstraße, Berlin, Deutschland"
Paul-Schneider-Straße 22 12247 Berlin,POINT (13.3480509 52.4347654),"22, Paul-Schneider-Straße, 12247, Paul-Schneider-Straße, Berlin, Deutschland"
Beethovenstraße 34 12247 Berlin,POINT (13.3310791 52.4381156),"34, Beethovenstraße, 12247, Beethovenstraße, Berlin, Deutschland"
Rothenburgstraße 12A 12165 Berlin,POINT (13.3155658 52.4562173),"International Baptist Church, 12a, Rothenburgstraße, 12165, Rothenburgstraße, Berlin, Deutschland"
Fregestraße 53 12161 Berlin,POINT (13.33603607943699 52.46701285),"53, Fregestraße, 12161, Fregestraße, Berlin, Deutschland"
Hindenburgdamm 28 12203 Berlin,POINT (13.316448257349323 52.43900325),"Gutshaus Lichterfelde, 28, Hindenburgdamm, 12203, Hindenburgdamm, Berlin, Deutschland"
Prettauer Pfad 2333 12207 Berlin,POINT (13.2988989 52.4195137),"Prettauer Pfad, 12207, Berlin, Deutschland"
Breite Straße 38 12167 Berlin,POINT (13.327786619326876 52.453602399999994),"38, Breite Straße, 12167, Breite Straße, Berlin, Deutschland"
Filandastraße 27 12169 Berlin,POINT (13.3319955 52.45548),"27, Filandastraße, 12169, Filandastraße, Berlin, Deutschland"
Frobenstraße 75 12249 Berlin,POINT (13.344468074329214 52.42978615),"Kita Frobenstraße, 75, Frobenstraße, 12249, Frobenstraße, Berlin, Deutschland"
Schmidt-Ott-Straße 4 12165 Berlin,POINT (13.3128366 52.4580908),"4, Schmidt-Ott-Straße, 12165, Schmidt-Ott-Straße, Berlin, Deutschland"
Am Fichtenberg 16 12165 Berlin,POINT (13.309981259192204 52.454667900000004),"16, Am Fichtenberg, 12165, Am Fichtenberg, Berlin, Deutschland"
Sondershauser Straße 50 12249 Berlin,POINT (13.342537629319235 52.42122785),"Dietrich Bonhoeffer Gemeinde, 50, Sondershauser Straße, 12249, Sondershauser Straße, Berlin, Deutschland"
Luzerner Straße 10 12205 Berlin,POINT (13.297292966337107 52.4242268),"10-12, Luzerner Straße, 12205, Luzerner Straße, Berlin, Deutschland"
Sophienstraße 9 12203 Berlin,POINT (13.302788546973755 52.442833449999995),"9, Sophienstraße, 12203, Sophienstraße, Berlin, Deutschland"
Gritznerstraße 33 12163 Berlin,POINT (13.3157634 52.463328),"33, Gritznerstraße, 12163, Gritznerstraße, Berlin, Deutschland"
Schütte-Lanz-Straße 43 12209 Berlin,POINT (13.3278295 52.4131478),"Nachbarschaftshaus Lilienthal, 43, Schütte-Lanz-Straße, 12209, Schütte-Lanz-Straße, Berlin, Deutschland"
Scheelestraße 145 12209 Berlin,POINT (13.321201578770307 52.41179545),"Jugendfreizeitheim Osdorfer Straße, 145, Scheelestraße, 12209, Scheelestraße, Berlin, Deutschland"
Lorenzstraße 57 12209 Berlin,POINT (13.332060200905774 52.426094),"57, Lorenzstraße, 12209, Lorenzstraße, Berlin, Deutschland"
Holtheimer Weg 6 12207 Berlin,POINT (13.307964306457272 52.41079895),"6-8, Holtheimer Weg, 12207, Holtheimer Weg, Berlin, Deutschland"
Kaulbachstraße 5961 12247 Berlin,POINT (13.3422332 52.4394728),"Kaulbachstraße, 12247, Berlin, Deutschland"
Scheelestraße 45 12209 Berlin,POINT (13.330535442762358 52.41514425),"45, Scheelestraße, 12209, Scheelestraße, Berlin, Deutschland"
Lepsiusstraße 53 12163 Berlin,POINT (13.3181424 52.461387),"53, Lepsiusstraße, 12163, Lepsiusstraße, Berlin, Deutschland"
Baseler Straße 161 12205 Berlin,POINT (13.294846425472869 52.4263217),"Kita Filia in der Baseler Straße, 161, Baseler Straße, 12205, Baseler Straße, Berlin, Deutschland"
Dürerstraße 20 12203 Berlin,POINT (13.30515015619792 52.4375342),"20, Dürerstraße, 12203, Dürerstraße, Berlin, Deutschland"
Hindenburgdamm 22 12203 Berlin,POINT (13.315604934840053 52.436655650000006),"22, Hindenburgdamm, 12203, Hindenburgdamm, Berlin, Deutschland"
Beethovenstraße 38 12247 Berlin,POINT (13.3308914 52.4383991),"38, Beethovenstraße, 12247, Beethovenstraße, Berlin, Deutschland"
Forststraße 10 12163 Berlin,POINT (13.3162168 52.4636092),"10, Forststraße, 12163, Forststraße, Berlin, Deutschland"
Gallwitzallee 35 12249 Berlin,POINT (13.3465771 52.433013),"35, Gallwitzallee, 12249, Gallwitzallee, Berlin, Deutschland"
Birkbuschstraße 14 12167 Berlin,POINT (13.3219367 52.4506516),"14, Birkbuschstraße, 12167, Birkbuschstraße, Berlin, Deutschland"
Ursulastraße 12 12249 Berlin,POINT (13.343399022189873 52.43246915),"Kita Milchbartpiraten, 12, Ursulastraße, 12249, Ursulastraße, Berlin, Deutschland"
Plantagenstraße 1 12169 Berlin,POINT (13.3294278 52.4544109),"1, Plantagenstraße, 12169, Plantagenstraße, Berlin, Deutschland"
Finckensteinallee 42 12205 Berlin,POINT (13.3024254 52.4325399),"42, Finckensteinallee, 12205, Finckensteinallee, Berlin, Deutschland"
Gritznerstraße 1 12163 Berlin,POINT (13.3190766 52.4668236),"1, Gritznerstraße, 12163, Gritznerstraße, Berlin, Deutschland"
Immenweg 13 12169 Berlin,POINT (13.344684352006961 52.45154535),"13, Immenweg, 12169, Immenweg, Berlin, Deutschland"
Selerweg 19 12169 Berlin,POINT (13.336732 52.4532071),"GPSies.com, 19, Steinstraße, 12169, Steinstraße, Berlin, Deutschland"
Kreuznacher Straße 9 14197 Berlin,POINT (13.3193138 52.4669292),"9, Kreuznacher Straße, 14197, Kreuznacher Straße, Berlin, Deutschland"
Murtener Straße 10 12205 Berlin,POINT (13.289430412476008 52.43140735),"Kita Murtener Straße, 10, Murtener Straße, 12205, Murtener Straße, Berlin, Deutschland"
Beselerstraße 1 12249 Berlin,POINT (13.351825 52.4293831),"1, Beselerstraße, 12249, Beselerstraße, Berlin, Deutschland"
Unter den Eichen 93 12205 Berlin,POINT (13.2912619 52.4444506),"Tagesklinik unter den Eichen, 93, Unter den Eichen, 12205, Unter den Eichen, Berlin, Deutschland"
Schützenstraße 41 12165 Berlin,POINT (13.32196186842586 52.4524822),"41, Schützenstraße, 12165, Schützenstraße, Berlin, Deutschland"
Drakestraße 1 12205 Berlin,POINT (13.309123665782021 52.43216515),"1a, Drakestraße, 12205, Drakestraße, Berlin, Deutschland"
Arno-Holz-Straße 10 12165 Berlin,POINT (13.308565715463416 52.45844755),"10, Arno-Holz-Straße, 12165, Arno-Holz-Straße, Berlin, Deutschland"
Goerzallee 190 14167 Berlin,POINT (13.2871069 52.4182612),"190, Goerzallee, 14167, Goerzallee, Berlin, Deutschland"
Giesensdorfer Straße 11 12207 Berlin,POINT (13.313248852195446 52.427524500000004),"11, Giesensdorfer Straße, 12207, Giesensdorfer Straße, Berlin, Deutschland"
