combined_address,geometry,address
Hakenfelder Straße 34 13587 Berlin,POINT (13.1987385 52.5678747),"34, Hakenfelder Straße, 13587, Hakenfelder Straße, Berlin, Deutschland"
Elsflether Weg 32 13581 Berlin,POINT (13.1916494 52.5295894),"32, Elsflether Weg, 13581, Elsflether Weg, Berlin, Deutschland"
Blumenstraße 14 13585 Berlin,POINT (13.1981478 52.5452962),"14, Blumenstraße, 13585, Blumenstraße, Berlin, Deutschland"
Germersheimer Weg 93 13583 Berlin,POINT (13.1869202 52.5498676),"93, Germersheimer Weg, 13583, Germersheimer Weg, Berlin, Deutschland"
Götelstraße 62 13595 Berlin,POINT (13.2026562 52.517267),"62, Götelstraße, 13595, Götelstraße, Berlin, Deutschland"
Lünette 20 13599 Berlin,POINT (13.2320856 52.5470983),"20, Lünette, 13599, Lünette, Berlin, Deutschland"
Seeburger Weg 35 13581 Berlin,POINT (13.174592627325584 52.522976),"Kita Seeburger Weg, 35, Seeburger Weg, 13581, Seeburger Weg, Berlin, Deutschland"
Jaczostraße 51 13595 Berlin,POINT (13.1869725 52.5116459),"51, Jaczostraße, 13595, Jaczostraße, Berlin, Deutschland"
Jungfernheideweg 77 13629 Berlin,POINT (13.2706883 52.5453955),"77, Jungfernheideweg, 13629, Jungfernheideweg, Berlin, Deutschland"
Münsingerstraße 3 13597 Berlin,POINT (13.1995622 52.5377668),"3, Münsingerstraße, 13597, Münsingerstraße, Berlin, Deutschland"
Wasserwerkstraße 3 13589 Berlin,POINT (13.1646611 52.5522497),"3, Wasserwerkstraße, 13589, Wasserwerkstraße, Berlin, Deutschland"
Hermann-Schmidt-Weg 7 13589 Berlin,POINT (13.1761219 52.5508965),"7, Hermann-Schmidt-Weg, 13589, Hermann-Schmidt-Weg, Berlin, Deutschland"
Wichernstraße 57 13587 Berlin,POINT (13.2060308 52.5670275),"57, Wichernstraße, 13587, Wichernstraße, Berlin, Deutschland"
Stadtrandstraße 493 13589 Berlin,POINT (13.1531971 52.5530932),"493, Stadtrandstraße, 13589, Stadtrandstraße, Berlin, Deutschland"
Spekteweg 63 13583 Berlin,POINT (13.1706597 52.5443071),"63, Spekteweg, 13583, Spekteweg, Berlin, Deutschland"
Pillnitzer Weg 6 13593 Berlin,POINT (13.15707993677833 52.52271265),"Kita Pillnitzer Weg, 6, Pillnitzer Weg, 13593, Pillnitzer Weg, Berlin, Deutschland"
Leubnitzer Weg 2 13593 Berlin,POINT (13.1723723 52.5210617),"2, Leubnitzer Weg, 13593, Leubnitzer Weg, Berlin, Deutschland"
Kirchhofstraße 35 13585 Berlin,POINT (13.2064409 52.5448264),"35, Kirchhofstraße, 13585, Kirchhofstraße, Berlin, Deutschland"
Gatower Straße 231 14089 Berlin,POINT (13.1802771 52.4991616),"231, Gatower Straße, 14089, Gatower Straße, Berlin, Deutschland"
Räcknitzer Steig 6 13593 Berlin,POINT (13.1699466 52.5225307),"6, Räcknitzer Steig, 13593, Räcknitzer Steig, Berlin, Deutschland"
Griesingerstraße 11 13589 Berlin,POINT (13.1532006 52.560266),"11, Griesingerstraße, 13589, Griesingerstraße, Berlin, Deutschland"
Götelstraße 68 13595 Berlin,POINT (13.2025536 52.517983),"68, Götelstraße, 13595, Götelstraße, Berlin, Deutschland"
Baumertweg 5 13595 Berlin,POINT (13.19424772315263 52.516699),"5, Baumertweg, 13595, Baumertweg, Berlin, Deutschland"
Behnitz 3 13597 Berlin,POINT (13.2085466 52.5391133),"3, Behnitz, 13597, Behnitz, Berlin, Deutschland"
Beim Pfarrhof 42 13591 Berlin,POINT (13.1448463 52.5412331),"40-42, Beim Pfarrhof, 13591, Beim Pfarrhof, Berlin, Deutschland"
Stieglakeweg 11 13591 Berlin,POINT (13.1500694 52.5341231),"11, Stieglakeweg, 13591, Stieglakeweg, Berlin, Deutschland"
Lenther Steig 4 13629 Berlin,POINT (13.2685152 52.5384509),"4, Lenther Steig, 13629, Lenther Steig, Berlin, Deutschland"
Gorgasring 12 13599 Berlin,POINT (13.242379635759633 52.5413296),"Ev. Kita Martin-Albertz-Haus, 12, Gorgasring, 13599, Gorgasring, Berlin, Deutschland"
Haselhorster Damm 54 13599 Berlin,POINT (13.2369402 52.5473577),"Kita der Ev. Kirchengem. Weihnacht-Haselhorst, 54, Haselhorster Damm, 13599, Haselhorster Damm, Berlin, Deutschland"
Heerstraße 367 13593 Berlin,POINT (13.1714514 52.516864),"367, Heerstraße, 13593, Heerstraße, Berlin, Deutschland"
Schlehenweg 6 13587 Berlin,POINT (13.2069129 52.5679752),"6, Schlehenweg, 13587, Schlehenweg, Berlin, Deutschland"
Schönwalder Allee 26 13587 Berlin,POINT (13.1971535 52.5689378),"26/6, Schönwalder Allee, 13587, Schönwalder Allee, Berlin, Deutschland"
Obstallee 22B 13593 Berlin,POINT (13.1664263 52.5223242),"22B, Obstallee, 13593, Obstallee, Berlin, Deutschland"
Seegefelder Straße 116 13583 Berlin,POINT (13.1820843 52.5392285),"Kita der Ev. Kirchengem. Klosterfelde, 116, Seegefelder Straße, 13583, Seegefelder Straße, Berlin, Deutschland"
Am Kiesteich 50 13589 Berlin,POINT (13.163550345150014 52.54899165),"St. Markus, 50, Am Kiesteich, 13589, Am Kiesteich, Berlin, Deutschland"
Gorgasring 9 13599 Berlin,POINT (13.2437368 52.5423974),"9, Gorgasring, 13599, Gorgasring, Berlin, Deutschland"
Hasenmark 2 13585 Berlin,POINT (13.1984917 52.5409551),"2, Hasenmark, 13585, Hasenmark, Berlin, Deutschland"
Ackerstraße 23 13585 Berlin,POINT (13.195611451704137 52.5456332),"Kita Ackerstraße, 23, Ackerstraße, 13585, Ackerstraße, Berlin, Deutschland"
Galenstraße 29 13597 Berlin,POINT (13.1964644 52.5381428),"Deutsches Rotes Kreuz, DRK Kreisverband Spandau e.V., 29, Galenstraße, 13597, Galenstraße, Berlin, Deutschland"
Mascha-Kaléko-Weg 3 14089 Berlin,POINT (13.1561494 52.45847),"3, Mascha-Kaléko-Weg, 14089, Mascha-Kaléko-Weg, Berlin, Deutschland"
Földerichstraße 67 13595 Berlin,POINT (13.1947021 52.5240603),"Kita Kinder-Treff, 67, Földerichstraße, 13595, Földerichstraße, Berlin, Deutschland"
Krowelstraße 33 13581 Berlin,POINT (13.1980422 52.5256222),"Kinderladen Krowelstraße, 33, Krowelstraße, 13581, Krowelstraße, Berlin, Deutschland"
Wilhelmstraße 25 13593 Berlin,POINT (13.185015099689437 52.51983395),"25, Wilhelmstraße, 13593, Wilhelmstraße, Berlin, Deutschland"
Weißenburger Straße 22 13595 Berlin,POINT (13.199992 52.5231302),"22, Weißenburger Straße, 13595, Weißenburger Straße, Berlin, Deutschland"
Weißenburger Straße 30 13595 Berlin,POINT (13.2024138 52.5234609),"30, Weißenburger Straße, 13595, Weißenburger Straße, Berlin, Deutschland"
Jagowstraße 16 13585 Berlin,POINT (13.2049998 52.5474228),"16, Jagowstraße, 13585, Jagowstraße, Berlin, Deutschland"
Gößweinsteiner Gang 21 14089 Berlin,POINT (13.1343472 52.4495537),"21, Gößweinsteiner Gang, 14089, Gößweinsteiner Gang, Berlin, Deutschland"
Neuendorfer Straße 72 13585 Berlin,POINT (13.2100285 52.549155),"72, Neuendorfer Straße, 13585, Neuendorfer Straße, Berlin, Deutschland"
Plantage 8 13597 Berlin,POINT (13.2025406 52.5321439),"8, Plantage, 13597, Plantage, Berlin, Deutschland"
Saatwinkler Damm 143 13629 Berlin,POINT (13.2627832 52.547992),"143, Saatwinkler Damm, 13629, Saatwinkler Damm, Berlin, Deutschland"
Seeburger Straße 41 13581 Berlin,POINT (13.1805204 52.5261105),"41, Seeburger Straße, 13581, Seeburger Straße, Berlin, Deutschland"
Grimnitzstraße 5B 13595 Berlin,POINT (13.19532536623031 52.516439500000004),"5b, Grimnitzstraße, 13595, Grimnitzstraße, Berlin, Deutschland"
Neuendorfer Straße 56 13585 Berlin,POINT (13.2101644 52.5525214),"56, Neuendorfer Straße, 13585, Neuendorfer Straße, Berlin, Deutschland"
Ritterfelddamm 27 14089 Berlin,POINT (13.13946817637085 52.456490450000004),"Städt. Kita Ritterfelddamm 27, 27, Ritterfelddamm, 14089, Ritterfelddamm, Berlin, Deutschland"
Neuendorfer Straße 3 13585 Berlin,POINT (13.20682484707697 52.541401050000005),"Kita Neuendorfer Straße 3, 3, Neuendorfer Straße, 13585, Neuendorfer Straße, Berlin, Deutschland"
Sakrower Landstraße 56 14089 Berlin,POINT (13.1338078 52.4515545),"56, Sakrower Landstraße, 14089, Sakrower Landstraße, Berlin, Deutschland"
Grunewaldstraße 7 13597 Berlin,POINT (13.2051002 52.5309108),"7, Grunewaldstraße, 13597, Grunewaldstraße, Berlin, Deutschland"
Finkenkruger Weg 70 13591 Berlin,POINT (13.144072733774372 52.5451472),"70, Finkenkruger Weg, 13591, Finkenkruger Weg, Berlin, Deutschland"
Wernerwerkdamm 27 13629 Berlin,POINT (13.2708863 52.5351242),"27, Wernerwerkdamm, 13629, Wernerwerkdamm, Berlin, Deutschland"
Neuendorfer Straße 73 13585 Berlin,POINT (13.2100314 52.5487648),"73, Neuendorfer Straße, 13585, Neuendorfer Straße, Berlin, Deutschland"
Brunsbütteler Damm 413 13591 Berlin,POINT (13.1359276 52.5342149),"413, Brunsbütteler Damm, 13591, Brunsbütteler Damm, Berlin, Deutschland"
Brunsbütteler Damm 409 13591 Berlin,POINT (13.1364319 52.5339029),"409, Brunsbütteler Damm, 13591, Brunsbütteler Damm, Berlin, Deutschland"
Sakrower Landstraße 100 14089 Berlin,POINT (13.1266177 52.4473424),"100, Sakrower Landstraße, 14089, Sakrower Landstraße, Berlin, Deutschland"
Mareyzeile 22 13593 Berlin,POINT (13.1624312 52.5166685),"22, Mareyzeile, 13593, Mareyzeile, Berlin, Deutschland"
Ruppiner-See-Straße 74 13599 Berlin,POINT (13.2295646 52.5570912),"74, Ruppiner-See-Straße, 13599, Ruppiner-See-Straße, Berlin, Deutschland"
Falkenhagener Straße 10 13585 Berlin,POINT (13.2022153 52.5454072),"10, Falkenhagener Straße, 13585, Falkenhagener Straße, Berlin, Deutschland"
Remscheider Straße 39 13583 Berlin,POINT (13.175889048993318 52.5487371),"Städt. Kita Remscheider Straße 39, 39, Remscheider Straße, 13583, Remscheider Straße, Berlin, Deutschland"
Wilhelmstraße 148 13595 Berlin,POINT (13.1936506 52.5248488),"Auy Thaimassage, 148, Wilhelmstraße, 13595, Wilhelmstraße, Berlin, Deutschland"
Rothenbücherweg 27 14089 Berlin,POINT (13.1817943 52.4927231),"27, Rothenbücherweg, 14089, Rothenbücherweg, Berlin, Deutschland"
Neukladower Allee 1 14089 Berlin,POINT (13.155435007345057 52.460122600000005),"1, Neukladower Allee, 14089, Neukladower Allee, Berlin, Deutschland"
Alt-Gatow 32 14089 Berlin,POINT (13.181645233982035 52.4865142),"Dorfkirche Gatow, 32, Alt-Gatow, 14089, Alt-Gatow, Berlin, Deutschland"
Im Spektefeld 26 13589 Berlin,POINT (13.1576144 52.5490198),"26, Im Spektefeld, 13589, Im Spektefeld, Berlin, Deutschland"
Schuckertdamm 336 13629 Berlin,POINT (13.2673949 52.5414217),"336, Schuckertdamm, 13629, Schuckertdamm, Berlin, Deutschland"
Wichernstraße 14 13587 Berlin,POINT (13.2064894 52.5673555),"14, Wichernstraße, 13587, Wichernstraße, Berlin, Deutschland"
An der Havelspitze 19 13587 Berlin,POINT (13.2206243 52.5571534),"Städt. Kita An der Havelspitze 19, 19, An der Havelspitze, 13587, An der Havelspitze, Berlin, Deutschland"
Spandauer Straße 84 13591 Berlin,POINT (13.1541155 52.5358957),"84, Spandauer Straße, 13591, Spandauer Straße, Berlin, Deutschland"
Jaczostraße 52 13595 Berlin,POINT (13.1861736640199 52.5118128),"Gnadenkirche, 52, Jaczostraße, 13595, Jaczostraße, Berlin, Deutschland"
Wiesenweg 20 13591 Berlin,POINT (13.140085202659574 52.52774645),"Kita Wiesenweg, 20, Wiesenweg, 13591, Wiesenweg, Berlin, Deutschland"
Richard-Münch-Straße 1 13591 Berlin,POINT (13.149554124443965 52.527579200000005),"Kita Freinet-Haus Entdeckerland, 1-3, Richard-Münch-Straße, 13591, Richard-Münch-Straße, Berlin, Deutschland"
Richard-Münch-Straße 69 13591 Berlin,POINT (13.148982911993821 52.5244644),"Kita Tausendfühler, 69, Richard-Münch-Straße, 13591, Richard-Münch-Straße, Berlin, Deutschland"
Olga-Tschechowa-Straße 15 13599 Berlin,POINT (13.2258904 52.5459482),"15, Olga-Tschechowa-Straße, 13599, Olga-Tschechowa-Straße, Berlin, Deutschland"
Brauereihof 1 13585 Berlin,POINT (13.210076821515678 52.54729665),"KiTa Brauereihof, 1, Brauereihof, 13585, Brauereihof, Berlin, Deutschland"
Saint-Exupéry-Straße 10 14089 Berlin,POINT (13.1302233 52.4707537),"10, Saint-Exupéry-Straße, 14089, Saint-Exupéry-Straße, Berlin, Deutschland"
Gatower Straße 274 14089 Berlin,POINT (13.1799621 52.4951941),"274, Gatower Straße, 14089, Gatower Straße, Berlin, Deutschland"
Zweiwinkelweg 12 13591 Berlin,POINT (13.1463621 52.5313956),"12-14, Zweiwinkelweg, 13591, Zweiwinkelweg, Berlin, Deutschland"
Waldallee 3 14089 Berlin,POINT (13.1275068 52.465354),"3, Waldallee, 14089, Waldallee, Berlin, Deutschland"
Pulvermühlenweg 8 13599 Berlin,POINT (13.228202 52.5466098),"8, Pulvermühlenweg, 13599, Pulvermühlenweg, Berlin, Deutschland"
Reimerweg 11 13593 Berlin,POINT (13.153401090538836 52.5196635),"Gutshaus Amalienhof, 11, Reimerweg, 13593, Reimerweg, Berlin, Deutschland"
Wohlrabedamm 10 13629 Berlin,POINT (13.2746071 52.5337472),"10, Wohlrabedamm, 13629, Wohlrabedamm, Berlin, Deutschland"
Heidereuterstraße 31 13597 Berlin,POINT (13.2112333 52.5286661),"31, Heidereuterstraße, 13597, Heidereuterstraße, Berlin, Deutschland"
Metzer Straße 4 13595 Berlin,POINT (13.1957687 52.5251104),"4, Metzer Straße, 13595, Metzer Straße, Berlin, Deutschland"
Hohenzollernring 104 13585 Berlin,POINT (13.2043625 52.5557475),"104, Hohenzollernring, 13585, Hohenzollernring, Berlin, Deutschland"
Pichelsdorfer Straße 79 13595 Berlin,POINT (13.197574052619917 52.5218076),"Gemeindehaus der Ev. Melanchthon-Kirchengemeinde, 79, Pichelsdorfer Straße, 13595, Pichelsdorfer Straße, Berlin, Deutschland"
Lasiuszeile 6 13585 Berlin,POINT (13.203371193488646 52.5472839),"Kita Lasiuszeile, 6, Lasiuszeile, 13585, Lasiuszeile, Berlin, Deutschland"
Straße 264 12 14089 Berlin,POINT (13.1743115 52.4831129),"12, Straße 264, 14089, Straße 264, Berlin, Deutschland"
Goebelstraße 139 13629 Berlin,POINT (13.2691092 52.5394964),"Stubs und Fridolin, 139, Goebelstraße, 13629, Goebelstraße, Berlin, Deutschland"
Germersheimer Weg 27 13583 Berlin,POINT (13.1853173 52.5436239),"27, Germersheimer Weg, 13583, Germersheimer Weg, Berlin, Deutschland"
Klosterstraße 3 13581 Berlin,POINT (13.196606746162796 52.533773),"Spandau Arcaden, 3, Klosterstraße, 13581, Klosterstraße, Berlin, Deutschland"
Flankenschanze 48 13585 Berlin,POINT (13.1974438 52.5404125),"48, Flankenschanze, 13585, Flankenschanze, Berlin, Deutschland"
Seeburger Straße 9 13581 Berlin,POINT (13.1916482 52.5285879),"9, Seeburger Straße, 13581, Seeburger Straße, Berlin, Deutschland"
Streitstraße 74 13587 Berlin,POINT (13.2075441 52.5575869),"74, Streitstraße, 13587, Streitstraße, Berlin, Deutschland"
Staakener Straße 16 13581 Berlin,POINT (13.1842194 52.5358826),"16, Staakener Straße, 13581, Staakener Straße, Berlin, Deutschland"
Mertensstraße 10 13587 Berlin,POINT (13.211117144182008 52.56456645),"KiTa Mertensstraße, 10, Mertensstraße, 13587, Mertensstraße, Berlin, Deutschland"
Am Maselakepark 21 13587 Berlin,POINT (13.212930504206554 52.556044549999996),"21, Am Maselakepark, 13587, Am Maselakepark, Berlin, Deutschland"
Pichelsdorfer Straße 53 13595 Berlin,POINT (13.1973577 52.5183142),"Pichelsdorfer Zwerge, 53, Pichelsdorfer Straße, 13595, Pichelsdorfer Straße, Berlin, Deutschland"
Heerstraße 570 13591 Berlin,POINT (13.140116354561144 52.52531975),"Outlaw Kita Heerstraße, 570, Heerstraße, 13591, Heerstraße, Berlin, Deutschland"
Brunsbütteler Damm 77 13581 Berlin,POINT (13.1865089 52.5340204),"77, Brunsbütteler Damm, 13581, Brunsbütteler Damm, Berlin, Deutschland"
Im Spektefeld 44 13589 Berlin,POINT (13.1531558 52.549596),"44, Im Spektefeld, 13589, Im Spektefeld, Berlin, Deutschland"
Schuckertdamm 343 13629 Berlin,POINT (13.265946363473997 52.54076275),"343, Schuckertdamm, 13629, Schuckertdamm, Berlin, Deutschland"
Magistratsweg 69 13591 Berlin,POINT (13.1606284 52.5271775),"Städt. Kita Magistratsweg 69/73, 69, Magistratsweg, 13591, Magistratsweg, Berlin, Deutschland"
Heerstraße 613 13591 Berlin,POINT (13.133703048162495 52.525824549999996),"613, Heerstraße, 13591, Heerstraße, Berlin, Deutschland"
Gorgasring 15 13599 Berlin,POINT (13.243144951732933 52.5410287),"15, Gorgasring, 13599, Gorgasring, Berlin, Deutschland"
Pichelsdorfer Straße 65 13595 Berlin,POINT (13.1970536 52.5199144),"65, Pichelsdorfer Straße, 13595, Pichelsdorfer Straße, Berlin, Deutschland"
Götelstraße 132 13595 Berlin,POINT (13.2036692 52.5229913),"132, Götelstraße, 13595, Götelstraße, Berlin, Deutschland"
Mertensstraße 2 13587 Berlin,POINT (13.2096521 52.5651005),"2, Mertensstraße, 13587, Mertensstraße, Berlin, Deutschland"
Seegefelder Straße 88 13583 Berlin,POINT (13.1848199 52.5383168),"88, Seegefelder Straße, 13583, Seegefelder Straße, Berlin, Deutschland"
Rex-Waite-Straße 94 14089 Berlin,POINT (13.128532899461373 52.47454365),"Humanistische Kindertagesstätte Rex-Waite-Straße, 94, Rex-Waite-Straße, 14089, Rex-Waite-Straße, Berlin, Deutschland"
Am Oberhafen 7 13597 Berlin,POINT (13.2063005 52.5263045),"7, Am Oberhafen, 13597, Am Oberhafen, Berlin, Deutschland"
Ulrikenstraße 7 13581 Berlin,POINT (13.176003236899225 52.526144099999996),"Nathan-Söderblom Kirchengemeinde, 7-9, Ulrikenstraße, 13581, Ulrikenstraße, Berlin, Deutschland"
Kandeler Weg 3 13583 Berlin,POINT (13.184643277101156 52.54172675),"3, Kandeler Weg, 13583, Kandeler Weg, Berlin, Deutschland"
Westerwaldstraße 20 13589 Berlin,POINT (13.1788757 52.5514594),"20, Westerwaldstraße, 13589, Westerwaldstraße, Berlin, Deutschland"
Haberlandweg 6 13591 Berlin,POINT (13.1547963 52.5324986),"6, Haberlandweg, 13591, Haberlandweg, Berlin, Deutschland"
Seegefelder Straße 34 13583 Berlin,POINT (13.1927609 52.5368106),"34, Seegefelder Straße, 13583, Seegefelder Straße, Berlin, Deutschland"
Weißenburger Straße 21 13595 Berlin,POINT (13.1996653 52.5230874),"21, Weißenburger Straße, 13595, Weißenburger Straße, Berlin, Deutschland"
Am Kiesteich 40 13589 Berlin,POINT (13.162869218036406 52.547479249999995),"Kita Kiesteich-Surfer, 40, Am Kiesteich, 13589, Am Kiesteich, Berlin, Deutschland"
Seegefelder Weg 381 13591 Berlin,POINT (13.1450908 52.5457329),"381, Seegefelder Weg, 13591, Seegefelder Weg, Berlin, Deutschland"
Seeburger Straße 65 13581 Berlin,POINT (13.1835708 52.5261214),"65K, Seeburger Straße, 13581, Seeburger Straße, Berlin, Deutschland"
Daumstraße 12 13599 Berlin,POINT (13.2327004 52.5445054),"12, Daumstraße, 13599, Daumstraße, Berlin, Deutschland"
Rauchstraße 17 13587 Berlin,POINT (13.2142173 52.5607292),"17, Rauchstraße, 13587, Rauchstraße, Berlin, Deutschland"
Gatower Straße 95 13595 Berlin,POINT (13.1824828 52.5116651),"95-97, Gatower Straße, 13595, Gatower Straße, Berlin, Deutschland"
Streitstraße 58 13587 Berlin,POINT (13.2081494 52.5614481),"58, Streitstraße, 13587, Streitstraße, Berlin, Deutschland"
Falkenseer Chaussee 257 13583 Berlin,POINT (13.182480833254747 52.54741215),"257, Falkenseer Chaussee, 13583, Falkenseer Chaussee, Berlin, Deutschland"
Seegefelder Straße 80 13583 Berlin,POINT (13.1858933 52.5380181),"80, Seegefelder Straße, 13583, Seegefelder Straße, Berlin, Deutschland"
Gartenfelder Straße 63 13599 Berlin,POINT (13.2462843 52.5440991),"63, Gartenfelder Straße, 13599, Gartenfelder Straße, Berlin, Deutschland"
Zu den Fichtewiesen 14 13587 Berlin,POINT (13.216354027583467 52.574147100000005),"Kita Zu den Fichtewiesen, 14, Zu den Fichtewiesen, 13587, Zu den Fichtewiesen, Berlin, Deutschland"
Am Bogen 35 13589 Berlin,POINT (13.1564859 52.5500661),"35, Am Bogen, 13589, Am Bogen, Berlin, Deutschland"
Adamstraße 4 13595 Berlin,POINT (13.1966417 52.5211708),"4, Adamstraße, 13595, Adamstraße, Berlin, Deutschland"
Kladower Damm 369 14089 Berlin,POINT (13.1444794 52.454152),"369, Kladower Damm, 14089, Kladower Damm, Berlin, Deutschland"
Hinter den Gärten 22 13589 Berlin,POINT (13.1530293 52.5481915),"22, Hinter den Gärten, 13589, Hinter den Gärten, Berlin, Deutschland"
Adamstraße 2 13595 Berlin,POINT (13.1973677 52.5211529),"2, Adamstraße, 13595, Adamstraße, Berlin, Deutschland"
Daumstraße 73 13599 Berlin,POINT (13.2253382 52.552774),"73, Daumstraße, 13599, Daumstraße, Berlin, Deutschland"
Wilhelmstraße 28 13593 Berlin,POINT (13.179400635006914 52.51937955),"Campus Wilhelmstadtschulen, 28-30, Wilhelmstraße, 13593, Wilhelmstraße, Berlin, Deutschland"
Siegener Straße 50 13583 Berlin,POINT (13.178420407400614 52.5463742),"Ev. Kindertagesstätte im Falkenhagener Feld, 50, Siegener Straße, 13583, Siegener Straße, Berlin, Deutschland"
Ziegelhof 8 13581 Berlin,POINT (13.1975039 52.5290449),"8, Ziegelhof, 13581, Ziegelhof, Berlin, Deutschland"
Seegefelder Straße 163 13583 Berlin,POINT (13.1759548 52.5396787),"163, Seegefelder Straße, 13583, Seegefelder Straße, Berlin, Deutschland"
Feldstraße 31 13585 Berlin,POINT (13.1988623 52.5447582),"31, Feldstraße, 13585, Feldstraße, Berlin, Deutschland"
Waldschluchtpfad 27 14089 Berlin,POINT (13.1751265 52.4695831),"27, Waldschluchtpfad, 14089, Waldschluchtpfad, Berlin, Deutschland"
Freudenberger Weg 9 13583 Berlin,POINT (13.1800167 52.5456344),"9, Freudenberger Weg, 13583, Freudenberger Weg, Berlin, Deutschland"
Mahnkopfweg 3 13595 Berlin,POINT (13.2010969 52.5125009),"3, Mahnkopfweg, 13595, Mahnkopfweg, Berlin, Deutschland"
Magistratsweg 56 13591 Berlin,POINT (13.1611176 52.5259726),"Rollitex (Rollstuhlmode), 56, Magistratsweg, 13591, Magistratsweg, Berlin, Deutschland"
Wernerwerkdamm 26 13629 Berlin,POINT (13.2716222 52.5350071),"26, Wernerwerkdamm, 13629, Wernerwerkdamm, Berlin, Deutschland"
Rauchstraße 22 13587 Berlin,POINT (13.217044098524045 52.5596905),"Gemeinschaftsunterkunft Rauchstraße, 22, Rauchstraße, 13587, Rauchstraße, Berlin, Deutschland"
Alsenstraße 16 14109 Berlin,POINT (13.149537199999997 52.4148765),"16, Alsenstraße, 14109, Alsenstraße, Berlin, Deutschland"
Brittendorfer Weg 16 14167 Berlin,POINT (13.27721590021645 52.4361051),"Kita Brittendorfer Weg, 16, Brittendorfer Weg, 14167, Brittendorfer Weg, Berlin, Deutschland"
Wilskistraße 75 14163 Berlin,POINT (13.247042 52.4462916),"75, Wilskistraße, 14163, Wilskistraße, Berlin, Deutschland"
Von-der-Trenck-Straße 4 14129 Berlin,POINT (13.201501821423161 52.4217972),"Kita Zentrum am Kleeblatt, 4, Von-der-Trenck-Straße, 14129, Von-der-Trenck-Straße, Berlin, Deutschland"
Teltower Damm 95 14167 Berlin,POINT (13.26365446923474 52.42449925),"Kita Teltower Damm, 95, Teltower Damm, 14167, Teltower Damm, Berlin, Deutschland"
Königin-Luise-Straße 86 14195 Berlin,POINT (13.278607909297587 52.459261549999994),"86, Königin-Luise-Straße, 14195, Königin-Luise-Straße, Berlin, Deutschland"
Andréezeile 21 14165 Berlin,POINT (13.2599298 52.4131764),"21, Andréezeile, 14165, Andréezeile, Berlin, Deutschland"
Dubrowplatz 4 14129 Berlin,POINT (13.22059316746807 52.4354094),"4, Dubrowplatz, 14129, Dubrowplatz, Berlin, Deutschland"
Faradayweg 15 14195 Berlin,POINT (13.281978118427928 52.450175349999995),"15, Faradayweg, 14195, Faradayweg, Berlin, Deutschland"
Pfeddersheimer Weg 69 14129 Berlin,POINT (13.204946180575181 52.425236350000006),"69, Pfeddersheimer Weg, 14129, Pfeddersheimer Weg, Berlin, Deutschland"
Leo-Baeck-Straße 6 14165 Berlin,POINT (13.2600382 52.422322),"6, Leo-Baeck-Straße, 14165, Leo-Baeck-Straße, Berlin, Deutschland"
Ludwigsfelder Straße 51 14165 Berlin,POINT (13.242996645797966 52.42276685),"51, Ludwigsfelder Straße, 14165, Ludwigsfelder Straße, Berlin, Deutschland"
Mühlenstraße 47 14167 Berlin,POINT (13.275400070739488 52.43108355),"47, Mühlenstraße, 14167, Mühlenstraße, Berlin, Deutschland"
Teltower Damm 8 14169 Berlin,POINT (13.25933 52.4344369),"8, Teltower Damm, 14169, Teltower Damm, Berlin, Deutschland"
Thielallee 1 14195 Berlin,POINT (13.296274007368847 52.4549616),"Freie Universität Berlin, Thielallee, 14195, Thielallee, Berlin, Deutschland"
Wilskistraße 53 14163 Berlin,POINT (13.250498696748956 52.448596550000005),"53, Wilskistraße, 14163, Wilskistraße, Berlin, Deutschland"
Heimat 67 14165 Berlin,POINT (13.262419139288092 52.42005435),"St. Otto, 67, Heimat, 14165, Heimat, Berlin, Deutschland"
Tewsstraße 16 14129 Berlin,POINT (13.215509329978772 52.43076105),"16A, Tewsstraße, 14129, Tewsstraße, Berlin, Deutschland"
Hohenzollernstraße 9 14163 Berlin,POINT (13.2540372511479 52.4322474),"Kita Hohenzollernstraße, 9, Hohenzollernstraße, 14163, Hohenzollernstraße, Berlin, Deutschland"
Wasgensteig 5 14129 Berlin,POINT (13.215968911983138 52.426191349999996),"5, Wasgensteig, 14129, Wasgensteig, Berlin, Deutschland"
Chausseestraße 35 14109 Berlin,POINT (13.1461424 52.4157581),"35, Chausseestraße, 14109, Chausseestraße, Berlin, Deutschland"
Chausseestraße 42 14109 Berlin,POINT (13.144825304793024 52.414463299999994),"42, Chausseestraße, 14109, Chausseestraße, Berlin, Deutschland"
Clayallee 92 14195 Berlin,POINT (13.275326110505521 52.4595898),"92, Clayallee, 14195, Clayallee, Berlin, Deutschland"
Dorotheenstraße 3 14109 Berlin,POINT (13.145719090287244 52.3979447),"3, Dorotheenstraße, 14109, Dorotheenstraße, Berlin, Deutschland"
Lissabonallee 6 14129 Berlin,POINT (13.223786323085818 52.42811235),"6, Lissabonallee, 14129, Lissabonallee, Berlin, Deutschland"
Onkel-Tom-Straße 64 14169 Berlin,POINT (13.2521834 52.4473291),"64, Onkel-Tom-Straße, 14169, Onkel-Tom-Straße, Berlin, Deutschland"
Walterhöferstraße 11 14165 Berlin,POINT (13.2531111 52.4227393),"Notaufnahme, 11, Walterhöferstraße, 14165, Walterhöferstraße, Berlin, Deutschland"
